Artist,acquired_work_count,percent,Nat_clean,gender_group
John McWilliams,1,8.215576733486691e-05,American,Male
A. Foncelle,1,8.215576733486691e-05,French,Male
Lucia Moholy,1,8.215576733486691e-05,British,Female
Charles Krutch,1,8.215576733486691e-05,American,Male
Alexander Alland,1,8.215576733486691e-05,American,Male
"Gary Metz, John Moore",1,8.215576733486691e-05,American,Male
James Van Der Zee,1,8.215576733486691e-05,American,Male
Edward Cheney,1,8.215576733486691e-05,British,Male
Mariana Cook,1,8.215576733486691e-05,American,Female
J. Pascal Sébah,1,8.215576733486691e-05,Turkish,Male
Paul Citroen,1,8.215576733486691e-05,Dutch,Male
John Gutmann,1,8.215576733486691e-05,American,Male
Caldecot Chubb,1,8.215576733486691e-05,American,Male
Captain William de Wiveleslie Abney,1,8.215576733486691e-05,British,Male
Helmar Lerski,1,8.215576733486691e-05,Swiss,Male
Glenn Rudolph,1,8.215576733486691e-05,American,Male
Michael Ciavolino,1,8.215576733486691e-05,American,Male
Martha Rosler,1,8.215576733486691e-05,American,Female
William L. Tolan,1,8.215576733486691e-05,American,Male
Tom Drahos,1,8.215576733486691e-05,Czech,Male
Trude Fleischmann,1,8.215576733486691e-05,American,Female
José Gabriel Gonzáles,1,8.215576733486691e-05,Peruvian,Male
Dwain Faubion,1,8.215576733486691e-05,American,Male
Sally Mann,1,8.215576733486691e-05,American,Female
Paul Carter,1,8.215576733486691e-05,American,Male
Rudolf Bonvie,1,8.215576733486691e-05,German,Male
Patricia Dalzell,1,8.215576733486691e-05,American,Female
Joe Steinmetz,1,8.215576733486691e-05,American,Male
Dora Maar,1,8.215576733486691e-05,French,Female
Roger Vail,1,8.215576733486691e-05,American,Male
Carl Chiarenza,1,8.215576733486691e-05,American,Male
Gordon Coster,1,8.215576733486691e-05,American,Male
Arthur Wesley Dow,1,8.215576733486691e-05,American,Male
Christopher Giglio,1,8.215576733486691e-05,American,Male
Tim Gidal,1,8.215576733486691e-05,German,Male
Léon Gérard,1,8.215576733486691e-05,French,Male
James Dow,1,8.215576733486691e-05,American,Male
Bill Burke,1,8.215576733486691e-05,American,Male
Auguste Adolphe Bertsch,1,8.215576733486691e-05,French,Male
Paul Grotz,1,8.215576733486691e-05,American,Male
Gerhard Rühm,1,8.215576733486691e-05,Austrian,Male
British War Office,1,8.215576733486691e-05,n/a,Other
Ernest Knee,1,8.215576733486691e-05,American,Male
Felix Bonfils,1,8.215576733486691e-05,French,Male
Jed Robert Fielding,1,8.215576733486691e-05,American,Male
Marc Allégret,1,8.215576733486691e-05,French,Male
Richard Harrington,1,8.215576733486691e-05,Canadian,Male
G. B. Gething,1,8.215576733486691e-05,British,Other
Maull and Polyblank,1,8.215576733486691e-05,British,Other
Markus Hawlik,1,8.215576733486691e-05,German,Male
Ken Miller,1,8.215576733486691e-05,American,Male
August Kreyenkamp,1,8.215576733486691e-05,German,Male
Yoichi R. Okamoto,1,8.215576733486691e-05,American,Male
Claude-Joseph-Désiré Charnay,1,8.215576733486691e-05,French,Male
Barbara Kasten,1,8.215576733486691e-05,American,Female
H. Scott Orr,1,8.215576733486691e-05,British,Male
Étienne-Jules Marey,1,8.215576733486691e-05,French,Male
Nicholas Africano,1,8.215576733486691e-05,American,Male
Rolf Petersen,1,8.215576733486691e-05,German,Male
Robert Mahon,1,8.215576733486691e-05,American,Male
Edme Quenedey,1,8.215576733486691e-05,French,Male
Constantine Manos,1,8.215576733486691e-05,Greek,Male
Louise Dahl-Wolfe,1,8.215576733486691e-05,American,Female
Kevin Bubriski,1,8.215576733486691e-05,American,Male
Barbara Norfleet,1,8.215576733486691e-05,American,Female
Valdir Cruz,1,8.215576733486691e-05,Brazilian,Male
Olympe Aguado de las Marismas,1,8.215576733486691e-05,French,Male
William Vandivert,1,8.215576733486691e-05,American,Male
Vivian Cherry,1,8.215576733486691e-05,American,Female
Stanley T. Clough,1,8.215576733486691e-05,American,Male
Bea Nettles,1,8.215576733486691e-05,American,Female
Mieczyslaw Berman,1,8.215576733486691e-05,Polish,Male
Maria Martinez-Cañas,1,8.215576733486691e-05,Cuban,Female
Peter Henry Emerson,1,8.215576733486691e-05,British,Male
Accra Shepp,1,8.215576733486691e-05,American,Male
Max Burchartz,1,8.215576733486691e-05,German,Male
Kenneth J. Botto,1,8.215576733486691e-05,American,Male
Alexander Gardner,1,8.215576733486691e-05,American,Male
Maureen Bisilliat,1,8.215576733486691e-05,American,Female
Alfred A. Hart,1,8.215576733486691e-05,American,Male
Leopoldo and Guiseppe Alinari,1,8.215576733486691e-05,Italian,Other
Douglas Blau,1,8.215576733486691e-05,American,Male
Barbara Blondeau,1,8.215576733486691e-05,American,Female
Clifton Johnson,1,8.215576733486691e-05,American,Male
James Craig Annan,1,8.215576733486691e-05,British,Male
"Guillaume-Benjamin-Armand Duchenne de Boulogne, Adrien Tournachon",1,8.215576733486691e-05,French,Male
Frank Hurley,1,8.215576733486691e-05,Australian,Male
Michael Schmidt,1,8.215576733486691e-05,German,Male
El Lissitzky,1,8.215576733486691e-05,Russian,Male
W.H.L. Skeen and Company,1,8.215576733486691e-05,British,Other
Grosset & Trembley,1,8.215576733486691e-05,Swiss,Other
"Clarence H. White, Alfred Stieglitz",1,8.215576733486691e-05,American,Male
Jules Deplanque,1,8.215576733486691e-05,French,Male
Georges Mathurin Lege,1,8.215576733486691e-05,French,Male
Erwin Hanfstaengl,1,8.215576733486691e-05,German,Male
Yevgeny Khaldei,1,8.215576733486691e-05,Russian,Male
Charles Schenk,1,8.215576733486691e-05,American,Male
Drahomir Joseph Ruzicka,1,8.215576733486691e-05,American,Male
Georgy Khomzor,1,8.215576733486691e-05,Russian,Male
Sherril Schell,1,8.215576733486691e-05,American,Male
E. Thiebault,1,8.215576733486691e-05,French,Male
Saint-Edme,1,8.215576733486691e-05,French,Male
Victor Schrager,1,8.215576733486691e-05,American,Male
Sandi Fellman,1,8.215576733486691e-05,American,Female
Rudolf Schwarzkogler,1,8.215576733486691e-05,Austrian,Male
Art Sinsabaugh,1,8.215576733486691e-05,American,Male
Mike Smith,1,8.215576733486691e-05,American,Male
Jock Sturges,1,8.215576733486691e-05,American,Male
"William Henry Fox Talbot, Calvert Richard Jones",1,8.215576733486691e-05,British,Male
Ivan Shagin,1,8.215576733486691e-05,Russian,Male
Thomas Sicurella,1,8.215576733486691e-05,American,Male
C.N. and Company,1,8.215576733486691e-05,British,Other
A. F. Sherman,1,8.215576733486691e-05,American,Male
Carlo Ponti,1,8.215576733486691e-05,Italian,Male
Edmund Teske,1,8.215576733486691e-05,American,Male
Arkadii Shishkin,1,8.215576733486691e-05,Russian,Male
Sergei Gitman,1,8.215576733486691e-05,Russian,Male
Alen MacWeeney,1,8.215576733486691e-05,American,Male
Anne Noggle,1,8.215576733486691e-05,American,Female
Anatolli Skurikhin,1,8.215576733486691e-05,Russian,Male
Semyon Fridlyand,1,8.215576733486691e-05,Russian,Male
Photographie Modèle,1,8.215576733486691e-05,French,Other
Georg Koppmann,1,8.215576733486691e-05,German,Male
Loescher & Petsch,1,8.215576733486691e-05,German,Other
Théophile Jaquen,1,8.215576733486691e-05,French,Male
Gregory Crewdson,1,8.215576733486691e-05,American,Male
"Ralph Bartholomew, Jr.",1,8.215576733486691e-05,American,Male
Stephen Livick,1,8.215576733486691e-05,Canadian,Male
Herbert Matter,1,8.215576733486691e-05,American,Male
Roger Mayne,1,8.215576733486691e-05,British,Male
James Abbe,1,8.215576733486691e-05,American,Male
Katharina Bosse,1,8.215576733486691e-05,German,Female
Leonard McCombe,1,8.215576733486691e-05,American,Male
R. H. Vance,1,8.215576733486691e-05,American,Male
Gregory Spaid,1,8.215576733486691e-05,American,Male
Hugo Summerville,1,8.215576733486691e-05,American,Male
Roger Parry,1,8.215576733486691e-05,French,Male
"Yves Klein, Harry Shunk, János Kender",1,8.215576733486691e-05,French,Male
Starr Ockenga,1,8.215576733486691e-05,American,Female
Lege & Bergeron,1,8.215576733486691e-05,French,Other
Oscar G. Rejlander,1,8.215576733486691e-05,British,Male
Linda White,1,8.215576733486691e-05,American,Female
F. Armbruster,1,8.215576733486691e-05,French,Male
Frédéric Boissonnas,1,8.215576733486691e-05,Swiss,Male
Otto & Fiere,1,8.215576733486691e-05,French,Other
Bacard Fils,1,8.215576733486691e-05,French,Male
Ludwig Angerer,1,8.215576733486691e-05,Austrian,Male
L. Crenuere & Cie.,1,8.215576733486691e-05,French,Other
P. Petersen,1,8.215576733486691e-05,Norwegian,Other
W. & D. Downey,1,8.215576733486691e-05,British,Male
Charles Ray,1,8.215576733486691e-05,American,Male
"Harry W. Batz, Jr.",1,8.215576733486691e-05,American,Male
A. Graves & Cie.,1,8.215576733486691e-05,French,Other
Hideoki Hagiwara,1,8.215576733486691e-05,Japanese,Male
America Sanchez,1,8.215576733486691e-05,Spanish,Female
Rossella Bellusci,1,8.215576733486691e-05,Italian,Female
Clements,1,8.215576733486691e-05,American,Male
Jaroslav Rössler,1,8.215576733486691e-05,Czech,Male
Jessie Tarbox Beals,1,8.215576733486691e-05,American,Female
Anthony Barboza,1,8.215576733486691e-05,American,Male
Victor Skrebneski,1,8.215576733486691e-05,American,Male
Charles Eames,1,8.215576733486691e-05,American,Male
Isaiah West Taber,1,8.215576733486691e-05,American,Male
Robert S. Redfield,1,8.215576733486691e-05,American,Male
Mary Ann Dorr,1,8.215576733486691e-05,American,Female
Robert Schneider,1,8.215576733486691e-05,American,Male
Paul Petricone,1,8.215576733486691e-05,American,Male
Robert Glenn Ketchum,1,8.215576733486691e-05,American,Male
Irene Poon,1,8.215576733486691e-05,American,Female
Howard Dearstyne,1,8.215576733486691e-05,American,Male
Underwood and Underwood,1,8.215576733486691e-05,American,Other
Will Hiroshi Oda,1,8.215576733486691e-05,American,Male
James Edward Davis,1,8.215576733486691e-05,American,Male
John Nagel,1,8.215576733486691e-05,American,Male
Toni Schneiders,1,8.215576733486691e-05,German,Male
Kristen Corinne Masri,1,8.215576733486691e-05,American,Female
Charles Damiano,1,8.215576733486691e-05,British,Male
Greg MacGregor,1,8.215576733486691e-05,American,Male
George J. Fenwick,1,8.215576733486691e-05,British,Male
Hans Levi,1,8.215576733486691e-05,American,Male
John F. Waggaman,1,8.215576733486691e-05,American,Male
Ann Parker,1,8.215576733486691e-05,American,Female
Konrad Cramer,1,8.215576733486691e-05,American,Male
Teresa Zabala,1,8.215576733486691e-05,American,Female
Don Wight,1,8.215576733486691e-05,American,Male
Arthur Freed,1,8.215576733486691e-05,American,Male
"Anna Blume, Bernhard Blume",1,8.215576733486691e-05,German,Other
Tommaso Cuccioni,1,8.215576733486691e-05,Italian,Male
Marvin E. Newman,1,8.215576733486691e-05,American,Male
Léon Vidal,1,8.215576733486691e-05,French,Male
Aleksandr Ustinov,1,8.215576733486691e-05,Russian,Male
Mikal Baker,1,8.215576733486691e-05,American,Male
Vik Muniz,1,8.215576733486691e-05,Brazilian,Male
Emmanuel Yevzerikhin,1,8.215576733486691e-05,Russian,Male
William Henry Holmes,1,8.215576733486691e-05,American,Male
David Bentley,1,8.215576733486691e-05,American,Male
Martus Granirer,1,8.215576733486691e-05,American,Male
Henri Pribik,1,8.215576733486691e-05,Czech,Male
Frank Jay Haynes,1,8.215576733486691e-05,American,Male
Robert Shaw,1,8.215576733486691e-05,American,Male
Timo Tauno Pajunen,1,8.215576733486691e-05,American,Male
Gérald Incandela,1,8.215576733486691e-05,American,Male
Don Worth,1,8.215576733486691e-05,American,Male
Piet Zwart,1,8.215576733486691e-05,Dutch,Male
Robert Holmgren,1,8.215576733486691e-05,American,Male
Paolo Gioli,1,8.215576733486691e-05,Italian,Male
Charles Hoff,1,8.215576733486691e-05,American,Male
Adam Fuss,1,8.215576733486691e-05,British,Male
Paul Kwilecki,1,8.215576733486691e-05,American,Male
Jaromír Funke,1,8.215576733486691e-05,Czech,Male
Neal White,1,8.215576733486691e-05,American,Male
Jack Welpott,1,8.215576733486691e-05,American,Male
Harold Feinstein,1,8.215576733486691e-05,American,Male
Susan Shaw,1,8.215576733486691e-05,American,Female
Carl Toth,1,8.215576733486691e-05,American,Male
Frank Meadow Sutcliffe,1,8.215576733486691e-05,British,Male
Paul Sparks,1,8.215576733486691e-05,American,Male
Thomaz Farkas,1,8.215576733486691e-05,Brazilian,Male
VALIE EXPORT,1,8.215576733486691e-05,Austrian,Female
Wayne Levin,1,8.215576733486691e-05,American,Male
Mary Miss,1,8.215576733486691e-05,American,Female
Iwata Nakayama,1,8.215576733486691e-05,Japanese,Male
Irving Rusinow,1,8.215576733486691e-05,American,Male
James Anderson,1,8.215576733486691e-05,British,Male
Monika Andersson,1,8.215576733486691e-05,Swedish,Female
Jun Shiraoka,1,8.215576733486691e-05,Japanese,Male
Henry White,1,8.215576733486691e-05,British,Male
Léonard Misonne,1,8.215576733486691e-05,Belgian,Male
Lola Alvarez Bravo,1,8.215576733486691e-05,Mexican,Female
Charles Aubry,1,8.215576733486691e-05,French,Male
Otto Hagel,1,8.215576733486691e-05,American,Male
Eiichiro Katayama,1,8.215576733486691e-05,n/a,Other
Stephen Mindel,1,8.215576733486691e-05,American,Male
Eizi Kanbayashi,1,8.215576733486691e-05,Japanese,Male
Laura Gilpin,1,8.215576733486691e-05,American,Female
Uta Barth,1,8.215576733486691e-05,American,Female
Arthur Leipzig,1,8.215576733486691e-05,American,Male
Barbel Scianghetti,1,8.215576733486691e-05,American,Female
Robert Howlett,1,8.215576733486691e-05,British,Male
Gerd Bonfert,1,8.215576733486691e-05,Romanian,Male
Calvert Richard Jones,1,8.215576733486691e-05,British,Male
Ken Schles,1,8.215576733486691e-05,American,Male
Helen Chadwick,1,8.215576733486691e-05,British,Female
Manfred Willmann,1,8.215576733486691e-05,Austrian,Male
Leland Rice,1,8.215576733486691e-05,American,Male
Shuji Ishii,1,8.215576733486691e-05,Japanese,Male
Michal Rovner,1,8.215576733486691e-05,Israeli,Female
Betty Hahn,1,8.215576733486691e-05,American,Female
Larry Mcpherson,1,8.215576733486691e-05,American,Male
Karl Baden,1,8.215576733486691e-05,American,Male
Hisae Imai,1,8.215576733486691e-05,Japanese,Female
"Clementina, Lady Hawarden",1,8.215576733486691e-05,British,Female
Per Bernsten,1,8.215576733486691e-05,Norwegian,Male
Jerry Berndt,1,8.215576733486691e-05,American,Male
Hatsuo Ikeuchi,1,8.215576733486691e-05,Japanese,Male
René Groebli,1,8.215576733486691e-05,Swiss,Male
"Unidentified photographer, Various Unidentified Artists",1,8.215576733486691e-05,n/a,Other
Caroline Feyt,1,8.215576733486691e-05,French,Female
John Joseph Weiss,1,8.215576733486691e-05,American,Male
Takeo Nagasawa,1,8.215576733486691e-05,Japanese,Male
"Otto Muehl, (Siegfried Klein) Khasaq",1,8.215576733486691e-05,Austrian,Male
Joel-Peter Witkin,1,8.215576733486691e-05,American,Male
Francis Thompson,1,8.215576733486691e-05,American,Male
Masamitsu Moriwaki,1,8.215576733486691e-05,Japanese,Male
Jean Christian Bourcart,1,8.215576733486691e-05,French,Male
Dominique Roman,1,8.215576733486691e-05,French,Male
Akira Miyoshi,1,8.215576733486691e-05,Japanese,Male
Jerry Uelsmann,1,8.215576733486691e-05,American,Male
Félix Teynard,1,8.215576733486691e-05,French,Male
James Leon Williams,1,8.215576733486691e-05,American,Male
Midorikawa Yoichi,1,8.215576733486691e-05,Japanese,Male
Arnold Gassan,1,8.215576733486691e-05,American,Male
Fujio Matsugi,1,8.215576733486691e-05,Japanese,Male
Neil Trager,1,8.215576733486691e-05,American,Male
Bruce Charlesworth,1,8.215576733486691e-05,American,Male
Shoichi Makino,1,8.215576733486691e-05,Japanese,Male
William Rittase,1,8.215576733486691e-05,American,Male
"Stephen R. Fitch, Jim Dine",1,8.215576733486691e-05,American,Male
Oliver Wasow,1,8.215576733486691e-05,American,Male
Suirei Kubota,1,8.215576733486691e-05,Japanese,Other
Catherine Wagner,1,8.215576733486691e-05,American,Female
Eugène Druet,1,8.215576733486691e-05,French,Male
Abigail Perlmutter,1,8.215576733486691e-05,American,Female
Stephen R. Fitch,1,8.215576733486691e-05,American,Male
Jinkichi Koga,1,8.215576733486691e-05,Japanese,Male
Robert Mapplethorpe,1,8.215576733486691e-05,American,Male
Les Krims,1,8.215576733486691e-05,American,Male
Carlo Naya,1,8.215576733486691e-05,Italian,Male
John Timothy Close,1,8.215576733486691e-05,American,Male
Valery Shchekoldin,1,8.215576733486691e-05,Russian,Female
Chikuchi Toshio,1,8.215576733486691e-05,n/a,Other
Eleanor Antin,1,8.215576733486691e-05,American,Female
Tofik Shakhverdiev,1,8.215576733486691e-05,Azerbaijani,Male
Charles Famin,1,8.215576733486691e-05,French,Male
Joseph Dankowski,1,8.215576733486691e-05,American,Male
Tamotsu Arikawa,1,8.215576733486691e-05,Japanese,Male
Michel Szulc Krzyzanowski,1,8.215576733486691e-05,Dutch,Male
Stephen Scheer,1,8.215576733486691e-05,American,Male
Wayne Gudmundson,1,8.215576733486691e-05,American,Male
Morris Engel,1,8.215576733486691e-05,American,Male
Aoki Toshio,1,8.215576733486691e-05,n/a,Other
Franco Zecchin,1,8.215576733486691e-05,Italian,Male
Jay DeFeo,1,8.215576733486691e-05,American,Female
Randall Green,1,8.215576733486691e-05,American,Male
Jan Lukas,1,8.215576733486691e-05,Czech,Male
Leon Cremière,1,8.215576733486691e-05,French,Male
R.J. Waters & Co.,1,8.215576733486691e-05,American,Other
Adolphe Terris,1,8.215576733486691e-05,French,Male
Esther Parada,1,8.215576733486691e-05,American,Female
Toba Tucker,1,8.215576733486691e-05,American,Female
Keith Smith,1,8.215576733486691e-05,American,Male
Giorgio Sommer,1,8.215576733486691e-05,Italian,Male
Lawrence McFarland,1,8.215576733486691e-05,American,Male
Al Lieberman,1,8.215576733486691e-05,American,Male
Hansi Durlach,1,8.215576733486691e-05,American,Female
Lisa Larsen,1,8.215576733486691e-05,American,Female
Joseph Sterling,1,8.215576733486691e-05,American,Male
Hermann Forsterling,1,8.215576733486691e-05,German,Male
John O'Reilly,1,8.215576733486691e-05,American,Male
Richard Alan Fox,1,8.215576733486691e-05,American,Male
Goro Ike,1,8.215576733486691e-05,Japanese,Male
Henri-Victor Regnault,1,8.215576733486691e-05,French,Male
Mark Feldstein,1,8.215576733486691e-05,American,Male
Tony Marciante,1,8.215576733486691e-05,American,Male
Michael Mandel,1,8.215576733486691e-05,American,Male
Rose Mandel,1,8.215576733486691e-05,American,Female
Takeichi Hotta,1,8.215576733486691e-05,Japanese,Male
Georges Hugnet,1,8.215576733486691e-05,French,Male
Robert N. Friedman,1,8.215576733486691e-05,American,Male
Herbert George Ponting,1,8.215576733486691e-05,British,Male
Koyo Hosoi,1,8.215576733486691e-05,Japanese,Male
Hermann Heid,1,8.215576733486691e-05,Austrian,Male
Lucien Aigner,1,8.215576733486691e-05,American,Male
Stephen R. Milanowski,1,8.215576733486691e-05,American,Male
Carolee Schneemann,1,8.215576733486691e-05,American,Female
Larry Stark,1,8.215576733486691e-05,American,Male
Susumu Higuchi,1,8.215576733486691e-05,Japanese,Male
Nikolai Kuleshov,1,8.215576733486691e-05,Russian,Male
Anton Schranz II,1,8.215576733486691e-05,Nationality unknown,Male
H. Y. Sümmons,1,8.215576733486691e-05,American,Male
Penelope Umbrico,1,8.215576733486691e-05,American,Female
An-My Lê,1,8.215576733486691e-05,American,Female
Charles Hagen,1,8.215576733486691e-05,American,Male
John Gossage,1,8.215576733486691e-05,American,Male
Hideji Furukawa,1,8.215576733486691e-05,Japanese,Male
Hakuyo Fuchikami,1,8.215576733486691e-05,Japanese,Male
Dan Budnik,1,8.215576733486691e-05,American,Male
Daniel Ranalli,1,8.215576733486691e-05,American,Male
Frederick H. Evans,1,8.215576733486691e-05,British,Male
Laurie Simmons,1,8.215576733486691e-05,American,Female
Barbara Jaffe,1,8.215576733486691e-05,American,Female
Jacques Lowe,1,8.215576733486691e-05,American,Male
